Date,Close,High,Low,Open,Volume
1992-02-10,3245.10009765625,3247.989990234375,3223.840087890625,3225.39990234375,16100000
1992-02-11,3251.60009765625,3259.6201171875,3236.139892578125,3245.10009765625,23400000
1992-02-12,3276.800048828125,3286.0,3244.6298828125,3251.60009765625,21580000
1992-02-13,3246.699951171875,3283.989990234375,3236.360107421875,3276.800048828125,22200000
1992-02-14,3246.0,3254.699951171875,3221.820068359375,3246.699951171875,21260000
1992-02-18,3224.699951171875,3268.56005859375,3219.139892578125,3246.0,21970000
1992-02-19,3230.300048828125,3241.72998046875,3215.340087890625,3224.699951171875,22930000
1992-02-20,3280.60009765625,3283.77001953125,3230.550048828125,3230.60009765625,25840000
1992-02-21,3280.199951171875,3286.669921875,3252.909912109375,3280.60009765625,26840000
1992-02-24,3282.39990234375,3289.800048828125,3266.10009765625,3280.199951171875,17880000
1992-02-25,3257.800048828125,3282.199951171875,3240.3798828125,3282.199951171875,20980000
1992-02-26,3283.300048828125,3290.919921875,3254.469970703125,3257.800048828125,21160000
1992-02-27,3269.5,3286.89990234375,3265.8798828125,3283.300048828125,18710000
1992-02-28,3267.699951171875,3293.3798828125,3259.389892578125,3269.5,17960000
1992-03-02,3275.300048828125,3276.6201171875,3261.39990234375,3267.699951171875,17220000
1992-03-03,3290.300048828125,3295.6201171875,3272.81005859375,3275.300048828125,19520000
1992-03-04,3268.60009765625,3299.639892578125,3268.56005859375,3290.300048828125,22800000
1992-03-05,3241.5,3268.340087890625,3235.68994140625,3268.300048828125,18220000
1992-03-06,3221.60009765625,3252.010009765625,3213.77001953125,3241.5,18460000
1992-03-09,3215.10009765625,3227.18994140625,3211.31005859375,3221.60009765625,16530000
1992-03-10,3231.0,3248.2099609375,3214.669921875,3215.10009765625,20730000
1992-03-11,3208.60009765625,3233.449951171875,3198.35009765625,3231.0,17670000
1992-03-12,3208.60009765625,3213.10009765625,3188.280029296875,3208.60009765625,18080000
1992-03-13,3235.89990234375,3237.030029296875,3208.179931640625,3208.60009765625,16370000
1992-03-16,3236.39990234375,3236.580078125,3208.409912109375,3235.89990234375,15050000
1992-03-17,3256.0,3260.06005859375,3235.909912109375,3236.39990234375,18020000
1992-03-18,3254.300048828125,3271.909912109375,3246.199951171875,3256.0,17890000
1992-03-19,3261.39990234375,3269.89990234375,3251.14990234375,3254.300048828125,17170000
1992-03-20,3276.39990234375,3277.280029296875,3255.81005859375,3261.39990234375,28640000
1992-03-23,3272.10009765625,3275.93994140625,3261.179931640625,3275.89990234375,15690000
1992-03-24,3261.0,3284.43994140625,3249.110107421875,3272.10009765625,24380000
1992-03-25,3259.39990234375,3276.389892578125,3251.1201171875,3261.0,18960000
1992-03-26,3267.699951171875,3275.0400390625,3251.340087890625,3259.39990234375,18120000
1992-03-27,3231.39990234375,3268.110107421875,3226.52001953125,3267.699951171875,15140000
1992-03-30,3235.199951171875,3248.8798828125,3229.429931640625,3231.39990234375,12640000
1992-03-31,3235.5,3260.72998046875,3228.97998046875,3235.199951171875,15110000
1992-04-01,3249.300048828125,3252.239990234375,3215.340087890625,3235.5,18840000
1992-04-02,3234.10009765625,3259.6201171875,3220.260009765625,3249.300048828125,19020000
1992-04-03,3249.10009765625,3250.889892578125,3211.31005859375,3234.10009765625,21150000
1992-04-06,3275.5,3276.830078125,3249.300048828125,3249.300048828125,20110000
1992-04-07,3213.60009765625,3279.2900390625,3211.090087890625,3275.5,22490000
1992-04-08,3181.39990234375,3213.60009765625,3161.22998046875,3213.60009765625,29710000
1992-04-09,3225.0,3231.659912109375,3181.800048828125,3181.800048828125,24490000
1992-04-10,3255.39990234375,3262.969970703125,3225.60009765625,3225.60009765625,18650000
1992-04-13,3269.89990234375,3270.570068359375,3248.429931640625,3255.39990234375,13220000
1992-04-14,3306.10009765625,3322.22998046875,3269.449951171875,3269.89990234375,26050000
1992-04-15,3353.800048828125,3354.199951171875,3307.0,3307.0,25460000
1992-04-16,3366.5,3366.5,3343.25,3353.800048828125,27840000
1992-04-20,3336.300048828125,3365.610107421875,3315.52001953125,3365.60009765625,22290000
1992-04-21,3343.300048828125,3350.6298828125,3320.889892578125,3336.300048828125,20080000
1992-04-22,3338.800048828125,3352.860107421875,3330.719970703125,3343.300048828125,18160000
1992-04-23,3348.60009765625,3352.860107421875,3330.719970703125,3338.800048828125,24810000
1992-04-24,3324.5,3361.81005859375,3323.1201171875,3348.60009765625,21220000
1992-04-27,3304.56005859375,3324.02001953125,3303.669921875,3324.0,21610000
1992-04-28,3307.89990234375,3317.080078125,3283.989990234375,3304.5,18860000
1992-04-29,3333.199951171875,3338.77001953125,3308.10009765625,3308.10009765625,21280000
1992-04-30,3359.10009765625,3361.139892578125,3328.489990234375,3333.199951171875,22960000
1992-05-01,3336.10009765625,3362.030029296875,3324.02001953125,3359.10009765625,19380000
1992-05-04,3378.10009765625,3387.52001953125,3335.8701171875,3336.10009765625,18680000
1992-05-05,3359.39990234375,3378.1298828125,3358.89990234375,3378.10009765625,18080000
1992-05-06,3369.39990234375,3383.719970703125,3360.0,3360.0,17940000
1992-05-07,3363.39990234375,3374.780029296875,3357.330078125,3369.39990234375,17570000
1992-05-08,3369.39990234375,3375.669921875,3353.530029296875,3363.39990234375,14560000
1992-05-11,3397.60009765625,3397.81005859375,3368.9599609375,3369.39990234375,14110000
1992-05-12,3385.10009765625,3440.669921875,3373.909912109375,3397.60009765625,19030000
1992-05-13,3392.0,3396.7900390625,3378.7099609375,3385.10009765625,17720000
1992-05-14,3368.89990234375,3393.580078125,3357.2099609375,3392.0,18270000
1992-05-15,3353.10009765625,3368.89990234375,3346.0,3368.89990234375,18430000
1992-05-18,3376.0,3381.639892578125,3353.090087890625,3353.10009765625,14960000
1992-05-19,3398.0,3440.18994140625,3368.469970703125,3376.0,20950000
1992-05-20,3393.800048828125,3404.340087890625,3388.22998046875,3398.0,34230000
1992-05-21,3378.699951171875,3394.090087890625,3365.5400390625,3393.800048828125,19190000
1992-05-22,3386.800048828125,3392.6201171875,3376.52001953125,3378.699951171875,17690000
1992-05-26,3364.199951171875,3386.800048828125,3356.43994140625,3386.800048828125,25940000
1992-05-27,3370.39990234375,3380.330078125,3360.070068359375,3364.199951171875,22390000
1992-05-28,3398.39990234375,3398.429931640625,3368.6201171875,3370.39990234375,18350000
1992-05-29,3396.89990234375,3420.2099609375,3396.10009765625,3398.39990234375,20770000
1992-06-01,3413.199951171875,3413.469970703125,3373.030029296875,3396.89990234375,21280000
1992-06-02,3396.10009765625,3420.469970703125,3392.72998046875,3413.199951171875,22350000
1992-06-03,3407.0,3422.280029296875,3389.360107421875,3396.10009765625,22690000
1992-06-04,3399.699951171875,3410.10009765625,3392.469970703125,3407.0,24370000
1992-06-05,3398.699951171875,3403.10009765625,3392.469970703125,3399.699951171875,23760000
1992-06-08,3404.10009765625,3404.1298828125,3391.68994140625,3398.699951171875,16280000
1992-06-09,3369.89990234375,3405.429931640625,3359.550048828125,3404.10009765625,17510000
1992-06-10,3343.199951171875,3370.949951171875,3338.2900390625,3369.89990234375,20880000
1992-06-11,3351.5,3352.550048828125,3323.780029296875,3343.199951171875,24850000
1992-06-12,3354.39990234375,3381.580078125,3352.0,3352.0,19820000
1992-06-15,3354.89990234375,3363.18994140625,3337.510009765625,3354.39990234375,17220000
1992-06-16,3329.5,3367.199951171875,3329.489990234375,3354.89990234375,19190000
1992-06-17,3287.800048828125,3329.75,3283.75,3329.5,28140000
1992-06-18,3274.10009765625,3290.429931640625,3269.030029296875,3287.800048828125,25690000
1992-06-19,3285.39990234375,3299.530029296875,3274.3798828125,3274.39990234375,26660000
1992-06-22,3280.800048828125,3285.889892578125,3254.050048828125,3285.39990234375,20420000
1992-06-23,3285.60009765625,3296.85009765625,3280.5400390625,3280.800048828125,26320000
1992-06-24,3290.699951171875,3302.739990234375,3284.010009765625,3285.60009765625,24360000
1992-06-25,3284.0,3304.080078125,3271.43994140625,3290.699951171875,21160000
1992-06-26,3282.39990234375,3290.969970703125,3269.840087890625,3284.0,16650000
1992-06-29,3319.860107421875,3319.860107421875,3282.679931640625,3282.699951171875,17130000
1992-06-30,3318.5,3331.6298828125,3316.64990234375,3319.89990234375,18630000
1992-07-01,3354.10009765625,3354.10009765625,3318.7900390625,3318.800048828125,22780000
1992-07-02,3330.300048828125,3373.889892578125,3326.5400390625,3354.10009765625,25900000
1992-07-06,3339.199951171875,3340.2900390625,3326.780029296875,3330.300048828125,23870000
1992-07-07,3295.199951171875,3352.7099609375,3291.389892578125,3339.199951171875,25200000
1992-07-08,3293.300048828125,3303.27001953125,3273.56005859375,3295.199951171875,23540000
1992-07-09,3324.10009765625,3336.5,3293.550048828125,3293.60009765625,23090000
1992-07-10,3330.60009765625,3339.75,3315.159912109375,3324.10009765625,15400000
1992-07-13,3337.300048828125,3344.070068359375,3327.050048828125,3330.60009765625,13650000
1992-07-14,3358.39990234375,3358.929931640625,3328.669921875,3337.300048828125,19130000
1992-07-15,3345.39990234375,3363.25,3339.75,3358.39990234375,21110000
1992-07-16,3361.60009765625,3364.330078125,3333.260009765625,3345.39990234375,21500000
1992-07-17,3331.60009765625,3361.10009765625,3317.050048828125,3361.10009765625,22830000
1992-07-20,3303.0,3331.10009765625,3287.06005859375,3331.10009765625,18060000
1992-07-21,3308.39990234375,3322.72998046875,3303.27001953125,3303.300048828125,16810000
1992-07-22,3277.60009765625,3307.89990234375,3275.179931640625,3307.89990234375,19750000
1992-07-23,3290.0,3291.389892578125,3266.530029296875,3277.60009765625,23000000
1992-07-24,3285.699951171875,3297.300048828125,3276.800048828125,3290.0,13420000
1992-07-27,3282.199951171875,3299.489990234375,3282.199951171875,3285.699951171875,14760000
1992-07-28,3334.10009765625,3335.14990234375,3282.199951171875,3282.199951171875,22000000
1992-07-29,3379.199951171875,3385.1298828125,3334.090087890625,3334.10009765625,30410000
1992-07-30,3391.89990234375,3395.93994140625,3374.330078125,3379.199951171875,20060000
1992-07-31,3393.800048828125,3402.9599609375,3385.669921875,3391.89990234375,13500000
1992-08-03,3395.39990234375,3399.989990234375,3384.050048828125,3393.800048828125,17280000
1992-08-04,3384.300048828125,3396.75,3377.570068359375,3395.39990234375,16430000
1992-08-05,3365.10009765625,3384.320068359375,3360.280029296875,3384.300048828125,17830000
1992-08-06,3340.60009765625,3365.679931640625,3338.929931640625,3365.10009765625,21950000
1992-08-07,3332.199951171875,3369.72998046875,3331.3701171875,3340.60009765625,22310000
1992-08-10,3337.56005859375,3337.580078125,3316.780029296875,3332.199951171875,15580000
1992-08-11,3331.10009765625,3342.179931640625,3314.35009765625,3337.60009765625,18000000
1992-08-12,3320.800048828125,3342.179931640625,3310.840087890625,3331.10009765625,15480000
1992-08-13,3313.300048828125,3337.0400390625,3306.7900390625,3320.800048828125,19900000
1992-08-14,3328.89990234375,3331.909912109375,3311.110107421875,3313.300048828125,15400000
1992-08-17,3324.89990234375,3338.929931640625,3321.639892578125,3328.89990234375,13860000
1992-08-18,3329.5,3332.449951171875,3315.699951171875,3324.89990234375,12930000
1992-08-19,3307.10009765625,3335.68994140625,3307.06005859375,3329.5,14420000
1992-08-20,3304.89990234375,3315.429931640625,3295.43994140625,3307.10009765625,14690000
1992-08-21,3254.10009765625,3324.080078125,3254.10009765625,3304.89990234375,21610000
1992-08-24,3228.199951171875,3254.10009765625,3223.0400390625,3254.10009765625,18360000
1992-08-25,3232.199951171875,3235.18994140625,3207.10009765625,3228.199951171875,22460000
1992-08-26,3246.800048828125,3250.050048828125,3225.469970703125,3232.199951171875,17870000
1992-08-27,3254.60009765625,3273.02001953125,3246.800048828125,3246.800048828125,19790000
1992-08-28,3267.60009765625,3269.77001953125,3249.780029296875,3254.60009765625,14430000
1992-08-31,3257.39990234375,3274.10009765625,3254.3701171875,3267.60009765625,12800000
1992-09-01,3266.260009765625,3266.260009765625,3254.10009765625,3257.39990234375,15460000
1992-09-02,3290.300048828125,3292.469970703125,3263.830078125,3266.300048828125,18670000
1992-09-03,3292.199951171875,3313.5400390625,3285.179931640625,3290.300048828125,23480000
1992-09-04,3281.89990234375,3296.52001953125,3277.610107421875,3292.199951171875,13210000
1992-09-08,3260.60009765625,3282.739990234375,3257.6201171875,3281.89990234375,15630000
1992-09-09,3271.39990234375,3273.02001953125,3258.159912109375,3260.60009765625,18870000
1992-09-10,3305.199951171875,3312.72998046875,3270.85009765625,3271.39990234375,22820000
1992-09-11,3305.699951171875,3317.320068359375,3300.840087890625,3305.199951171875,16780000
1992-09-14,3376.199951171875,3376.489990234375,3306.7900390625,3306.800048828125,30720000
1992-09-15,3327.300048828125,3375.409912109375,3323.0,3375.39990234375,20210000
1992-09-16,3319.199951171875,3333.889892578125,3307.60009765625,3327.300048828125,26850000
1992-09-17,3315.699951171875,3328.669921875,3311.3798828125,3319.199951171875,20170000
1992-09-18,3327.10009765625,3327.320068359375,3308.679931640625,3315.699951171875,24980000
1992-09-21,3320.800048828125,3327.840087890625,3310.570068359375,3327.10009765625,15850000
1992-09-22,3280.89990234375,3321.10009765625,3280.0400390625,3320.800048828125,21070000
1992-09-23,3278.699951171875,3287.60009765625,3264.909912109375,3280.89990234375,23860000
1992-09-24,3287.89990234375,3294.89990234375,3278.9599609375,3279.0,26240000
1992-09-25,3250.300048828125,3289.77001953125,3244.840087890625,3287.89990234375,22110000
1992-09-28,3276.260009765625,3276.260009765625,3242.760009765625,3250.300048828125,18020000
1992-09-29,3266.800048828125,3280.0400390625,3259.239990234375,3276.300048828125,22280000
1992-09-30,3271.699951171875,3276.800048828125,3264.3701171875,3266.800048828125,19290000
1992-10-01,3254.39990234375,3280.85009765625,3246.0,3271.699951171875,21020000
1992-10-02,3200.60009765625,3259.239990234375,3198.719970703125,3254.39990234375,20670000
1992-10-05,3179.0,3200.610107421875,3095.7900390625,3200.60009765625,37360000
1992-10-06,3178.199951171875,3191.969970703125,3157.659912109375,3179.0,20220000
1992-10-07,3152.300048828125,3187.909912109375,3145.77001953125,3178.199951171875,19530000
1992-10-08,3176.0,3178.18994140625,3145.77001953125,3152.300048828125,22490000
1992-10-09,3136.60009765625,3176.300048828125,3131.719970703125,3176.0,19310000
1992-10-12,3174.39990234375,3174.679931640625,3136.31005859375,3136.60009765625,14260000
1992-10-13,3201.39990234375,3211.9599609375,3167.64990234375,3174.39990234375,20360000
1992-10-14,3195.5,3217.090087890625,3179.0,3201.39990234375,18730000
1992-10-15,3174.699951171875,3198.449951171875,3167.3798828125,3195.5,32240000
1992-10-16,3174.39990234375,3180.35009765625,3142.530029296875,3174.699951171875,40880000
1992-10-19,3188.5,3197.639892578125,3169.0,3174.39990234375,26190000
1992-10-20,3186.0,3213.0400390625,3179.0,3188.5,26500000
1992-10-21,3187.10009765625,3199.800048828125,3179.81005859375,3186.0,24690000
1992-10-22,3200.89990234375,3202.5,3174.679931640625,3187.10009765625,23070000
1992-10-23,3207.60009765625,3215.199951171875,3196.02001953125,3200.89990234375,26490000
1992-10-26,3244.10009765625,3244.919921875,3205.199951171875,3207.60009765625,23440000
1992-10-27,3235.699951171875,3251.39990234375,3221.949951171875,3244.10009765625,24860000
1992-10-28,3251.39990234375,3251.39990234375,3224.1201171875,3235.699951171875,29930000
1992-10-29,3246.300048828125,3254.909912109375,3236.81005859375,3251.39990234375,20070000
1992-10-30,3226.300048828125,3230.60009765625,3224.1201171875,3230.60009765625,18450000
1992-11-02,3262.199951171875,3262.2099609375,3221.409912109375,3226.300048828125,23860000
1992-11-03,3252.5,3266.800048828125,3236.81005859375,3262.199951171875,25520000
1992-11-04,3223.0,3268.14990234375,3219.52001953125,3252.5,20330000
1992-11-05,3243.800048828125,3245.18994140625,3215.199951171875,3223.0,27030000
1992-11-06,3240.10009765625,3250.050048828125,3234.35009765625,3243.800048828125,23660000
1992-11-09,3240.89990234375,3259.780029296875,3231.679931640625,3240.10009765625,19980000
1992-11-10,3225.5,3252.47998046875,3224.659912109375,3240.89990234375,21540000
1992-11-11,3240.300048828125,3245.72998046875,3219.25,3225.5,22660000
1992-11-12,3239.800048828125,3250.050048828125,3230.8701171875,3240.300048828125,22880000
1992-11-13,3233.0,3240.60009765625,3224.1201171875,3239.800048828125,19110000
1992-11-16,3205.699951171875,3233.030029296875,3203.85009765625,3233.0,17400000
1992-11-17,3193.300048828125,3211.9599609375,3184.669921875,3205.699951171875,18600000
1992-11-18,3207.39990234375,3214.929931640625,3191.429931640625,3193.300048828125,23240000
1992-11-19,3209.5,3216.820068359375,3200.610107421875,3207.39990234375,21590000
1992-11-20,3227.39990234375,3231.139892578125,3209.800048828125,3209.800048828125,34640000
1992-11-23,3223.0,3234.110107421875,3214.659912109375,3227.39990234375,23660000
1992-11-24,3248.699951171875,3265.989990234375,3221.679931640625,3223.0,28070000
1992-11-25,3266.300048828125,3269.22998046875,3247.080078125,3248.699951171875,23070000
1992-11-27,3282.199951171875,3296.25,3266.260009765625,3266.300048828125,12440000
1992-11-30,3305.199951171875,3308.409912109375,3282.699951171875,3282.699951171875,23060000
1992-12-01,3294.39990234375,3307.8701171875,3286.25,3305.199951171875,32070000
1992-12-02,3286.300048828125,3297.06005859375,3280.31005859375,3294.39990234375,21220000
1992-12-03,3276.5,3291.659912109375,3268.9599609375,3286.300048828125,20720000
1992-12-04,3288.699951171875,3298.949951171875,3272.469970703125,3276.5,23710000
1992-12-07,3307.300048828125,3307.60009765625,3288.949951171875,3289.0,25690000
1992-12-08,3322.199951171875,3323.5400390625,3303.5400390625,3307.300048828125,23040000
1992-12-09,3323.800048828125,3335.68994140625,3308.139892578125,3322.199951171875,22660000
1992-12-10,3312.199951171875,3323.81005859375,3300.570068359375,3323.800048828125,20230000
1992-12-11,3304.10009765625,3311.919921875,3301.110107421875,3311.89990234375,13550000
1992-12-14,3292.199951171875,3317.050048828125,3292.199951171875,3304.10009765625,16700000
1992-12-15,3284.39990234375,3295.43994140625,3279.5,3292.199951171875,29640000
1992-12-16,3255.199951171875,3295.7099609375,3248.159912109375,3284.39990234375,30870000
1992-12-17,3269.199951171875,3271.929931640625,3251.39990234375,3255.199951171875,28370000
1992-12-18,3313.300048828125,3313.5400390625,3270.85009765625,3270.89990234375,48430000
1992-12-21,3312.5,3318.39990234375,3303.27001953125,3313.300048828125,26680000
1992-12-22,3321.10009765625,3328.93994140625,3301.64990234375,3312.5,25970000
1992-12-23,3313.5400390625,3332.719970703125,3313.5400390625,3321.10009765625,21980000
1992-12-24,3326.199951171875,3328.1298828125,3313.0,3313.5,9930000
1992-12-28,3333.260009765625,3333.260009765625,3309.219970703125,3326.199951171875,13930000
1992-12-29,3310.800048828125,3352.7099609375,3306.52001953125,3333.300048828125,25400000
1992-12-30,3321.10009765625,3328.669921875,3309.760009765625,3310.800048828125,16000000
1992-12-31,3301.110107421875,3327.860107421875,3301.110107421875,3321.10009765625,13860000
1993-01-04,3309.199951171875,3319.2099609375,3298.679931640625,3301.10009765625,21400000
1993-01-05,3307.89990234375,3320.830078125,3300.570068359375,3309.199951171875,28060000
1993-01-06,3305.199951171875,3312.18994140625,3290.580078125,3307.89990234375,35790000
1993-01-07,3269.0,3313.27001953125,3260.860107421875,3305.199951171875,36820000
1993-01-08,3251.699951171875,3269.0,3231.949951171875,3269.0,30690000
1993-01-11,3262.75,3262.75,3250.050048828125,3251.699951171875,24500000
1993-01-12,3264.60009765625,3268.68994140625,3240.06005859375,3262.800048828125,29660000
1993-01-13,3263.60009765625,3269.5,3243.840087890625,3264.60009765625,28950000
1993-01-14,3267.89990234375,3279.22998046875,3251.1298828125,3263.60009765625,36150000
1993-01-15,3271.10009765625,3285.169921875,3258.159912109375,3267.89990234375,39270000
1993-01-18,3274.89990234375,3275.719970703125,3263.02001953125,3271.10009765625,23030000
1993-01-19,3256.0,3283.280029296875,3254.3701171875,3274.89990234375,35680000
1993-01-20,3242.0,3264.10009765625,3240.60009765625,3256.0,26680000
1993-01-21,3253.0,3257.6201171875,3231.949951171875,3242.0,27040000
1993-01-22,3256.800048828125,3267.340087890625,3250.050048828125,3253.0,30760000
1993-01-25,3292.199951171875,3294.89990234375,3257.889892578125,3257.89990234375,35840000
1993-01-26,3299.0,3320.02001953125,3291.659912109375,3292.199951171875,47430000
1993-01-27,3291.39990234375,3301.64990234375,3274.909912109375,3299.0,32270000
1993-01-28,3306.300048828125,3308.409912109375,3289.77001953125,3291.39990234375,27930000
1993-01-29,3310.0,3315.159912109375,3298.949951171875,3306.300048828125,22060000
1993-02-01,3332.199951171875,3332.449951171875,3309.489990234375,3310.0,27910000
1993-02-02,3328.699951171875,3334.8798828125,3318.669921875,3332.199951171875,27290000
1993-02-03,3373.800048828125,3379.4599609375,3328.89990234375,3328.89990234375,35290000
1993-02-04,3416.699951171875,3423.77001953125,3374.06005859375,3374.10009765625,36250000
1993-02-05,3442.10009765625,3443.219970703125,3411.340087890625,3416.699951171875,38720000
1993-02-08,3437.5,3456.72998046875,3429.43994140625,3442.10009765625,29460000
1993-02-09,3414.60009765625,3437.5400390625,3407.830078125,3437.5,23530000
1993-02-10,3412.39990234375,3424.580078125,3394.320068359375,3414.60009765625,26770000
1993-02-11,3422.699951171875,3442.679931640625,3411.8798828125,3412.39990234375,29250000
1993-02-12,3392.429931640625,3425.659912109375,3392.429931640625,3422.699951171875,22870000
1993-02-16,3309.5,3392.199951171875,3304.6201171875,3392.199951171875,38580000
1993-02-17,3312.199951171875,3317.590087890625,3290.31005859375,3309.5,31700000
1993-02-18,3302.199951171875,3348.659912109375,3266.800048828125,3312.199951171875,33650000
1993-02-19,3322.179931640625,3322.179931640625,3287.8701171875,3302.199951171875,30520000
1993-02-22,3342.989990234375,3345.9599609375,3317.050048828125,3322.199951171875,34140000
1993-02-23,3323.27001953125,3353.52001953125,3316.780029296875,3343.0,34930000
1993-02-24,3356.5,3356.77001953125,3322.179931640625,3323.300048828125,29410000
1993-02-25,3365.139892578125,3365.139892578125,3343.260009765625,3356.5,25250000
1993-02-26,3370.81005859375,3378.110107421875,3351.360107421875,3365.10009765625,21990000
1993-03-01,3355.409912109375,3383.780029296875,3350.010009765625,3370.800048828125,21770000
1993-03-02,3400.530029296875,3400.800048828125,3343.260009765625,3355.39990234375,25310000
1993-03-03,3404.0400390625,3413.77001953125,3391.6201171875,3400.5,25160000
1993-03-04,3398.909912109375,3409.449951171875,3388.909912109375,3404.0,21250000
1993-03-05,3404.580078125,3433.219970703125,3391.889892578125,3398.89990234375,28020000
1993-03-08,3469.419921875,3471.0400390625,3391.889892578125,3404.60009765625,32460000
1993-03-09,3472.1201171875,3482.1201171875,3462.39990234375,3469.39990234375,28120000
1993-03-10,3478.340087890625,3478.340087890625,3449.429931640625,3472.10009765625,28730000
1993-03-11,3457.0,3479.68994140625,3450.510009765625,3478.300048828125,24220000
1993-03-12,3427.820068359375,3456.72998046875,3403.77001953125,3456.699951171875,25650000
1993-03-15,3442.409912109375,3442.409912109375,3426.469970703125,3427.800048828125,16910000
1993-03-16,3442.949951171875,3449.429931640625,3438.080078125,3442.39990234375,16730000
1993-03-17,3426.739990234375,3444.840087890625,3422.9599609375,3443.0,19970000
1993-03-18,3465.639892578125,3477.530029296875,3426.699951171875,3426.699951171875,24480000
1993-03-19,3471.580078125,3477.260009765625,3459.159912109375,3465.60009765625,35360000
1993-03-22,3463.47998046875,3470.800048828125,3444.030029296875,3470.800048828125,25670000
1993-03-23,3461.860107421875,3469.68994140625,3453.47998046875,3463.5,21810000
1993-03-24,3445.3798828125,3450.5,3430.25,3450.5,36020000
1993-03-25,3461.320068359375,3472.669921875,3445.3798828125,3445.39990234375,32190000
1993-03-26,3439.97998046875,3471.31005859375,3439.43994140625,3461.300048828125,25300000
1993-03-29,3455.10009765625,3478.340087890625,3440.25,3440.300048828125,21850000
1993-03-30,3457.27001953125,3458.6201171875,3434.840087890625,3455.10009765625,23450000
1993-03-31,3435.110107421875,3470.77001953125,3435.110107421875,3457.300048828125,25670000
1993-04-01,3439.43994140625,3452.669921875,3432.139892578125,3435.10009765625,20660000
1993-04-02,3370.81005859375,3439.43994140625,3365.409912109375,3439.39990234375,53740000
1993-04-05,3379.18994140625,3381.35009765625,3364.8701171875,3370.800048828125,35090000
1993-04-06,3377.570068359375,3391.6201171875,3363.7900390625,3379.199951171875,34650000
1993-04-07,3397.02001953125,3397.830078125,3372.97998046875,3377.60009765625,33620000
1993-04-08,3396.47998046875,3408.10009765625,3378.64990234375,3397.0,35880000
1993-04-12,3428.090087890625,3434.840087890625,3395.669921875,3396.5,24990000
1993-04-13,3444.030029296875,3450.780029296875,3428.360107421875,3428.39990234375,30070000
1993-04-14,3455.639892578125,3461.860107421875,3441.60009765625,3444.0,24620000
1993-04-15,3455.919921875,3466.179931640625,3437.5400390625,3455.60009765625,27510000
1993-04-16,3478.610107421875,3478.610107421875,3456.4599609375,3456.5,31770000
1993-04-19,3466.989990234375,3481.580078125,3457.81005859375,3478.60009765625,25050000
1993-04-20,3443.489990234375,3468.610107421875,3420.25,3467.0,32410000
1993-04-21,3439.43994140625,3453.47998046875,3426.739990234375,3443.5,27720000
1993-04-22,3429.169921875,3471.0400390625,3423.77001953125,3439.39990234375,34030000
1993-04-23,3413.77001953125,3428.6298828125,3403.5,3428.60009765625,27600000
1993-04-26,3398.3701171875,3425.659912109375,3387.02001953125,3413.800048828125,27070000
1993-04-27,3415.929931640625,3416.739990234375,3383.239990234375,3398.39990234375,29780000
1993-04-28,3413.5,3424.580078125,3395.39990234375,3415.89990234375,39030000
1993-04-29,3425.1201171875,3427.010009765625,3392.429931640625,3413.5,27410000
